fecha,plu,nombre_producto,precio_dia,precio_regular,disponible
8-1-2022,78646.0,maiz pisingallo la egipciana bol 400 gr,153.35,153.35,
8-1-2022,502558.0,banda depilat. axilas/area bi veet cja 16 uni,832.99,832.99,
8-1-2022,48071.0,cer.skarchit . granix bsa 240 grm,205.99,205.99,
8-1-2022,4139.0,dulce de batata esnaola cja 500 grm,279.0,279.0,
8-1-2022,513603.0,acondicionador dove ritual de reparacion coco y curcuma 750 ml,820.99,820.99,
8-1-2022,494233.0,lentejas la campagnola 300 gr,100.76,100.76,
8-1-2022,514409.0,shampoo para niños johnsons hidratacion intensa x 200 ml.,421.99,421.99,
8-1-2022,218834.0,azucar superior real ledesma paq 1 kgm,182.7,182.7,
8-1-2022,511514.0,leche multidefensas 0% la serenisima sachet 1l,176.05,176.05,
8-1-2022,517979.0,acondicionador oil repair 3 recarga nutritiva garnier fructis bot 650 ml,839.99,839.99,
8-1-2022,518044.0,leche entera 3% tenor graso lechelita sch 1 ltr,121.7,121.7,
8-1-2022,484016.0,yerba mate hierbas serran chamigo paq 500 grm,222.9,222.9,
8-1-2022,510646.0,shampoo detox c/bio pr plusbelle bot 1000 ml,326.99,326.99,
8-1-2022,510049.0,pure de fruta manzana zummy pou 90 grm,110.85,110.85,
8-1-2022,521854.0,pasta dental anti-caries oral b 150 g,261.99,261.99,
8-1-2022,251644.0,tap.empanada hojaldre mendia fwp 520 grm,213.0,213.0,
8-1-2022,2233.0,vino tinto . resero ttb 1 ltr,222.0,222.0,
8-1-2022,282843.0,pepas don satur bsa 300 grm,172.99,172.99,
8-1-2022,244549.0,mostaza natura pouch 250 gr,119.9,119.9,
8-1-2022,47988.0,bife con lomo estancias coto x kg,929.9,1219.9,
8-1-2022,475171.0,semola coto bolsa 400 gr,177.45,177.45,
8-1-2022,258821.0,milanesa soja tipo casero x granja del paq 660 grm,683.0,683.0,
8-1-2022,527730.0,lavandina ayudin clasica 4l,487.99,487.99,
8-1-2022,12334.0,huevo color grande el ombu cja 12 uni,443.0,443.0,
8-1-2022,230068.0,servilletas sussex ultramax 30x30 paquete 150 unidades,138.99,138.99,
8-1-2022,532064.0,leche entera larga vida alimenta ttb 1 ltr,85.15,85.15,
8-1-2022,531504.0,papel higienico higienol max hoja simple panal paq 4 unid x 80 mts c/u,594.99,594.99,
8-1-2022,47987.0,bife angosto estancias coto x kg,859.9,1119.9,
8-1-2022,511456.0,lavandina ayudin clasica 2 l,247.29,247.29,
8-1-2022,208310.0,salsa de soja dos anclas   botella 500 ml,572.89,572.89,
8-1-2022,508839.0,arroz largo fino lucchetti estuche x1 kg,194.0,194.0,
8-1-2022,489264.0,sal entrefina para parrilla celusal paq 500 grm,88.87,88.87,
8-1-2022,510053.0,ketchup hellmann's regular 250 g doypack,181.23,181.23,
8-1-2022,494235.0,garbanzos la campagnola 300 gr,114.93,114.93,
8-1-2022,262409.0,agua saborizada cellier naranja botella 1.5 l,86.81,86.81,
8-1-2022,470274.0,tapa p/pascualina sin tacc la salteña fwp 380 grm,406.5,406.5,
8-1-2022,251435.0,harina de trigo blancaflor  0000 paquete 1 kg,160.3,160.3,
8-1-2022,98672.0,mermelada durazno emeth pote 420 gr,179.95,179.95,
8-1-2022,22963.0,provenzal la parmesana paquete 25 gr,65.99,65.99,
8-1-2022,17625.0,zapallo japones   xkg,109.0,109.0,
8-1-2022,525574.0,acondicionador bomba de nutricion sedal bot 650 ml,453.21,453.21,
8-1-2022,501505.0,mermelada light frutilla esnaola fra 390 grm,366.49,366.49,
8-1-2022,514836.0,cerveza cautiva rubia salta ret bot 1 l,342.5,342.5,
8-1-2022,532960.0,aceto balsamico reduccion enrico baronese bot 375 cmq,280.0,280.0,
8-1-2022,224749.0,rollo de cocina campanita 180 paños paquete 3 unidades,333.99,333.99,
8-1-2022,503554.0,cera depilatoria perlas vegetal millefiori fwp 100 grm,257.99,257.99,
8-1-2022,598.0,brocoli x kg,319.0,359.0,
8-1-2022,526405.0,cappuccino espuma de vainilla la virginia pou 155 grm,373.65,373.65,
8-1-2022,212429.0,queso crema la paulina tradicional 290 gr,206.14,206.14,
8-1-2022,513718.0,hamburguesa carne vacuna x swift cja 276 grm,276.0,276.0,
8-1-2022,243270.0,acondicionador para niños suave frutilla glamorosa 350 ml,291.64,291.64,
8-1-2022,512942.0,"limpiador desinfectante ayudin marina botella 1,8 l",384.99,384.99,
8-1-2022,255212.0,avena tradicio coto paq 400 grm,223.49,223.49,
8-1-2022,518042.0,bebida vegetal granola la serenisima 1 ltr,414.0,414.0,
8-1-2022,493165.0,silk almendra con chocolate 946 ml,299.2,299.2,
8-1-2022,267868.0,toallitas humedas para bebe johnsons hora del sueño x 96 un.,574.99,574.99,
8-1-2022,281871.0,poroto  ciudad del lago de soja lata 350 gr,66.99,66.99,
8-1-2022,491193.0,condimento p/chimichurri la campagnola doy 25 grm,79.95,79.95,
8-1-2022,465286.0,salsa chimichurri vanoli picante pet 350 gr,151.88,151.88,
8-1-2022,525158.0,salsa 4 quesos alicante sob 37 grm,181.59,181.59,
8-1-2022,511777.0,te negro clasico x25 so green hills cja 50 grm,132.09,132.09,
8-1-2022,248461.0,mostaza natura pouch 500 gr,147.99,147.99,
8-1-2022,262973.0,bizcochos dulces gallo snack bsa 50 grm,110.99,110.99,
8-1-2022,487965.0,limpiador de baño lysoform liquido repuesto 450ml,139.99,139.99,
8-1-2022,512414.0,shampo niños ph balanceado plusbelle bot 700 ml,599.99,599.99,
8-1-2022,128955.0,arveja seca/rem inca lat 350 gr,85.49,85.49,
8-1-2022,522551.0,servilletas familiares x 1 sussex paq 140 uni,374.99,374.99,
8-1-2022,112646.0,alfajor bon o bon  40 gr x 1 uni,97.49,97.49,
8-1-2022,508922.0,leche clasica mas liviana la serenisima botella larga vida 1l,134.49,134.49,
8-1-2022,508186.0,sal regeneradora glow bot 1 kgm,775.99,775.99,
8-1-2022,261936.0,aceite oliva extra virgen natura intenso lata 500 ml,803.2,803.2,
8-1-2022,259753.0,cafe instantaneo arlistan frasco 170 gr,416.09,416.09,
8-1-2022,511747.0,queso blanco clasico tregar pot 290 grm,298.25,298.25,
8-1-2022,505792.0,cafe instantaneo tradicion nescafe pou 150 grm,436.38,436.38,
8-1-2022,266510.0,shampoo plusbelle hidratacion botella 1000 ml,148.08,148.08,
8-1-2022,48458.0,pata muslo con piel x uni (1.4 kg) refrigerados,707.64,707.64,
8-1-2022,523175.0,"agua de mesa benedictino con gas 1,5 lt",75.1,75.1,
8-1-2022,16203.0,"gaseosa sprite lima-limon 1,5 lt",146.1,146.1,
8-1-2022,8786.0,aceto balsamico don marcell bot 500 cmq,355.21,355.21,
8-1-2022,614.0,choclo amarillo   xkg,339.0,449.0,
8-1-2022,11296.0,te . rosamonte cja 50 uni,179.9,179.9,
8-1-2022,243504.0,coffee-mate liviano x 170gr,445.39,445.39,
8-1-2022,170564.0,lentejas lonquimay bolsa 400 gr,243.39,243.39,
8-1-2022,119984.0,azucar hileret light paquete 250 gr,156.75,156.75,
8-1-2022,502007.0,yerba mate suave playadito 500 gr,346.04,346.04,
8-1-2022,530597.0,fideos rigatti al huevo don vicente paq 500 grm,252.89,252.89,
8-1-2022,530650.0,pan de mesa blanco lactal bsa 500 grm,315.99,315.99,
8-1-2022,525129.0,lasagna matarazzo paq 400 grm,345.14,345.14,
8-1-2022,266008.0,limpiador de pisos pino luz aroma pino 1800 ml,275.94,275.94,
8-1-2022,501823.0,limpiador en crema cif limon multiuso 250 ml,107.99,107.99,
8-1-2022,268585.0,bolsas de residuos task 45 x 60 cm 20 u. pequeña multiuso,320.99,320.99,
8-1-2022,487182.0,desinfectante amanecer de mo odex aer 360 ml,232.99,232.99,
8-1-2022,267413.0,limpiador liquido multisuperficies glade campos de lavanda botella 1.8l,283.99,283.99,
8-1-2022,526589.0,crema corporal hiratacion profunda villeneuve bot 400 ml,408.99,408.99,
8-1-2022,258818.0,milanesa soja t.casero granja del paq 330 grm,237.7,237.7,
8-1-2022,169716.0,pulpa de tomate salsati tetrabrik 520 gr,111.14,111.14,
8-1-2022,468412.0,limp.pisos lavanda ecovita bot 900 cmq,80.99,80.99,
8-1-2022,506256.0,edulcorante clasico chuker bot 400 ml,402.28,402.28,
8-1-2022,526417.0,anis en granos alicante sob 25 grm,95.0,95.0,
8-1-2022,533404.0,premezcla hummus instantaneo natural pop paq 100 grm,182.49,182.49,
8-1-2022,48480.0,supremas sin piel x uni (960 gr) refrigerados,912.96,912.96,
8-1-2022,500108.0,shampoo suave manzanilla rubios 930 ml,263.99,263.99,
8-1-2022,529.0,manzana red .   xkg,339.0,339.0,
8-1-2022,169044.0,sh. p/bebe extra suave algabo bot 444 ml,199.99,199.99,
8-1-2022,528884.0,desodorante de ambiente harmony glade aer 360 cmq,256.99,256.99,
8-1-2022,531975.0,limpiador antigrasa extra power cocina mr.musculo gat 500 cmq,318.99,318.99,
8-1-2022,79851.0,leche larga vida descremada ciudad del lago ttb 1 l,132.85,132.85,
8-1-2022,446.0,banana cavendish   xkg,219.0,219.0,
8-1-2022,531065.0,detergente cif limon verde 500 ml,328.99,328.99,
8-1-2022,527746.0,p.higienico hoja simple x6 elite paq 18 m2,386.99,386.99,
8-1-2022,99168.0,galletitas . criollitas paq 300 grm,135.49,135.49,
8-1-2022,510608.0,acondicionador largo saludabl plusbelle bot 970 ml,391.99,391.99,
8-1-2022,259253.0,enjuague bucal colgate plax fresh mint 250ml,420.99,420.99,
8-1-2022,508909.0,leche con hierro la serenisina botella larga vida 1l,228.8,228.8,
8-1-2022,468762.0,ravioles ricota mendia bsa 1 kgm,454.0,454.0,
8-1-2022,522405.0,leche en polvo nido paq 400 grm,569.18,569.18,
8-1-2022,255982.0,queso untable tentaciones 4  tholem pot 190 grm,197.0,197.0,
8-1-2022,200883.0,crema dental sensodyne blanqueador extra fresh pomo 50 gr,394.99,394.99,
8-1-2022,284883.0,lomo de cerdo cocido paladini bli 120 grm,279.0,279.0,
8-1-2022,8685.0,"gaseosa coca-cola light 1,5 lt",146.1,146.1,
8-1-2022,481465.0,azucar rubio mascabo ledesma paq 800 grm,256.62,256.62,
8-1-2022,529627.0,premezcla para tapas de alfajores maizena paq 400 grm,379.02,379.02,
8-1-2022,185347.0,enjuague bucal listerine cool 24hs x250ml,428.99,428.99,
8-1-2022,38048.0,servilletas campanita soft 33x33 paq 70 uni,77.99,77.99,
8-1-2022,528589.0,harina leudante cañuelas paq 1 kgm,123.97,123.97,
8-1-2022,251633.0,crema corporal dove nutricion esencial 200 ml,342.99,342.99,
8-1-2022,189594.0,gaseosa coca-cola light 2 lt,134.55,134.55,
8-1-2022,263228.0,jabon liquido ropa fina ala camellito lavado a mano 450 ml,241.99,241.99,
8-1-2022,267892.0,salsa barbacoa la parmesana pet 300 gr,149.49,149.49,
8-1-2022,505657.0,jabon liquido skip regular ph balanceado 800 ml doypack,305.99,305.99,
8-1-2022,140272.0,alfajor terrabusi chocolate 50 gr x 1 uni,102.49,102.49,
8-1-2022,515925.0,cereal almohaditas rellenas sabor limon snuks cja 240 grm,417.99,417.99,
8-1-2022,59720.0,huevo color grande el ombu map 30 uni,778.0,778.0,
8-1-2022,14052.0,huevo blanco . el ombu map 30 uni,750.0,750.0,
8-1-2022,129303.0,te hierbas digestivas cachamai caja 20 saquitos,148.49,148.49,
8-1-2022,61006.0,naranja comercial   xkg,69.0,99.0,
8-1-2022,121517.0,anana fizz sin alcohol fiesta de niños bot 1 ltr,219.0,219.0,
8-1-2022,295231.0,shampoo sedal liso perfecto 340 ml,240.5,240.5,
8-1-2022,503032.0,poroto negro terrasana bsa 500 grm,529.9,529.9,
8-1-2022,531067.0,limpiador liquido cif baño biodegradable 500 ml gatillo,249.99,249.99,
8-1-2022,521371.0,mermelada durazno arcor fra 454 grm,177.45,177.45,
8-1-2022,528859.0,toallitas desinfectantes ayudin limon 35 un,362.99,362.99,
8-1-2022,112365.0,galletitas terrabusi melba 360grs,311.49,311.49,
8-1-2022,503817.0,p.higienico x4 rollo 100 c higienol paq 40 m2,429.99,429.99,
8-1-2022,508910.0,leche descremada menos calorias la serenisima botella larga vida 1l,211.95,211.95,
8-1-2022,479242.0,agua mineralizada artificialmente con gas bajo en sodio cellier 2 l,86.43,86.43,
8-1-2022,495037.0,toallitas desinfectantes ayudin limon flowpack 24 un,253.99,253.99,
8-1-2022,479176.0,fid.semolin c/hvo nido nº3 308 paq 500 grm,218.0,218.0,
8-1-2022,251288.0,yerba mate amanda paquete 500 gr,364.9,364.9,
8-1-2022,529623.0,premezcla para chipa maizena paq 250 grm,327.93,327.93,
8-1-2022,295873.0,bolsa resid. 45 x 60 task paq 20 uni,369.99,369.99,
8-1-2022,282036.0,crema hidratante para bebe johnson's recien nacido x 200 ml.,616.24,616.24,
8-1-2022,88714.0,sal gruesa . celusal est 1 kgm,90.09,90.09,
8-1-2022,510295.0,cepillo dental adulto sustent 2life paq 1 uni,67.96,67.96,
8-1-2022,283948.0,acondicionador para niños suave manzanilla talentosa 350 ml,334.99,334.99,
8-1-2022,285249.0,mermelada dietetica arandano con stevia cuartocreciente fra 300 grm,607.55,607.55,
8-1-2022,485319.0,cerveza red schneider  lata 473 cc,153.9,153.9,
8-1-2022,189540.0,maquinas de afeitar gillette prestobarba3 mujer 2 un,390.99,390.99,
8-1-2022,3762.0,edulcorante sucaryl      botella 360 cc,239.72,239.72,
8-1-2022,251432.0,harina trigo 000 blancaflor 1 kg,90.25,90.25,
8-1-2022,528.0,manzana red elegida x kg,489.0,489.0,
8-1-2022,242807.0,aderezo light cocinero aceto y oliva pet 500 ml,206.92,206.92,
8-1-2022,3234.0,pure de tomate la campagnola tetrabrik 520 gr,93.14,93.14,
8-1-2022,486450.0,musli cereales mzana kellogg-s cja 270 grm,475.99,475.99,
8-1-2022,264988.0,arroz carnaroli  gallo   risotto a la española caja 240 gr,345.0,345.0,
8-1-2022,132645.0,arroz largo fino ciudad del lago paquete 1 kg,119.0,119.0,
8-1-2022,22878.0,huevo color . cja 12 uni,407.5,407.5,
8-1-2022,198715.0,"gaseosa coca-cola sabor original 2,5 lt",173.79,173.79,
8-1-2022,45802.0,dce. batata con chocolate . 1 kgm,369.0,369.0,
8-1-2022,299671.0,toallitas humedas baby dove humectacion enriquecida 50 unidades,528.99,528.99,
8-1-2022,211694.0,crema dental colgate sensitive pro-alivio 50g,264.99,264.99,
8-1-2022,174397.0,queso untable la paulina clasico 190 gr,157.0,157.0,
